15,"
Re: [閒聊] 挖Chia與ETH的收益也差太多
",G4321, 5/10
10,"
Re: [閒聊] 挖Chia與ETH的收益也差太多
",tetani, 5/10
2,"
[閒聊] 要怎麼用coinbase wallet取消pending uni
",scoy, 5/10
11,"
[閒聊] 請問現貨長期投資問題
",a987324123, 5/10
15,"
[交易] [已解決 自己蠢] 我在 Bitifinex 的 ETH 被強制低賣 
",jackflu, 5/10
1,"
[閒聊] 要怎麼第一時間知道uniswap上最新的shitc
",scoy, 5/10
7,"
[閒聊] AVVE - polygon借貸請教
",chen0404, 5/10
16,"
[交易] Gate.io平台介紹
",red1636, 5/10
7,"
[挖礦] 某張卡突然掉算力
",flora11883, 5/10
1,"
[Coin] 關於空投的疑問
",jcktw, 5/10
21,"
[行情] 日入百萬後的投資思維分享
",albert780510, 5/10
8,"
Re: [閒聊] 挖Chia與ETH的收益也差太多
",cxzzxc888, 5/10
26,"
[新聞] 狗狗幣起死回生！SpaceX 火箭明年發射「D
",joug, 5/10
25,"
[閒聊] 怎麼在幣安買幣?
",g318, 5/10
5,"
[閒聊] okex刷信用卡
",fly55, 5/10
24,"
Re: [行情] G4321 柴犬幣跟狗幣都可以買
",onlytfgsu, 5/10
13,"
[挖礦] 請問有適合rx 5700的礦池跟挖礦軟體嗎？
",Secret69, 5/10
19,"
[閒聊] nicehash網站掛掉
",transmit0101, 5/10
38,"
[閒聊] 動物幣百花齊放
",JLstar, 5/10
10,"
[閒聊] 火幣提領柴犬幣功能掛掉了？
",alanlingod, 5/10
31,"
[閒聊] 比特幣放長期有搞頭嗎?
",chcony, 5/10
4,"
[閒聊] 通縮幣的看法
",HaoHao1217, 5/11
7,"
[挖礦] github上的xmring有沒有問題?
",ardyh, 5/11
10,"
[閒聊] nicehash這幾天挖礦獲利好狂
",A791028, 5/11
4,"
Re: [閒聊] 挖Chia與ETH的收益也差太多
",emil5201314, 5/11
5,"
[閒聊] uniswap上的miner fee
",scoy, 5/11
1,"
[閒聊] 如果想從uniswap換一些新幣
",januaryyy05, 5/11
12,"
[閒聊] 幣安 新的幣種上線(ICP)
",G4321, 5/11
11,"
Re: [挖礦] Nicehash與直接挖ETH比較
",andonie, 5/11
8,"
[挖礦] XCH群組?
",Rasin, 5/11
100,"
[公告] 新手觀念建立必看 幣圈重要名詞一覽(待續)
",DarkerDuck, 5/11
23,"
[閒聊] 現在doge 超好挖的欸
",dmaox3, 5/11
8,"
[交易] 假設新手要用鎂買幣，交易所選...？
",byemissif, 5/11
3,"
[閒聊] PXL跟SAFEMOON
",JLstar, 5/11
9,"
[交易] Re: Gate.io平台介紹
",red1636, 5/11
9,"
[行情] 感覺秋田走勢比上幣安的柴犬厲害
",jackie6021, 5/11
2,"
[公告] VVVV5555 警告一次 
",illidan9999, 5/11
5,"
[交易] coinbase 出金問題
",Jester9254, 5/11
1,"
[公告] onejerk 水桶處理
",illidan9999, 5/11
9,"
[Coin] 請問比特幣小額交易
",ak77now, 5/11
30,"
[行情] 有什麼幣是必有的？可以長抱的？
",nber0910, 5/11
15,"
[新聞] 幣安掀「柴犬幣」搶購潮！史上首次儲值地
",joug, 5/11
16,"
[交易] 新手想轉幣的一些問題
",chcony, 5/11
51,"
[閒聊] 46U奈米戶做了一個月的合約交易心得分享
",honeyuyu123, 5/11
1,"
Re: [閒聊] uniswap上的miner fee
",jason101, 5/11
3,"
[閒聊] Coinbase Wallet
",sf820624, 5/11
4,"
[交易] 可否使用ACH將美國帳戶資金轉入幣安？
",dorothy7926, 5/11
38,"
[閒聊] nicehash直接吃幣了!?
",TuringNTU, 5/11
8,"
[交易] 幣安提幣的選擇
",balour, 5/11
11,"
[新聞] 美國德州眾議院承認加密幣
",Mosen2887, 5/12
12,"
[閒聊] 小韭菜遊記01：乙太坊升級到2.0之我思我
",imqiws, 5/12
4,"
[閒聊] Chia faucet 官方發錢啦~!!
",madeinheaven, 5/12
46,"
[閒聊] 柴犬幣也反應疫情嗎？
",G4321, 5/12
,"
Re: [閒聊] 柴犬幣也反應疫情嗎？
",SilverRH, 5/12
46,"
[新聞] 比特幣毫無用處！末日博士警告：加密貨
",joug, 5/12
24,"
Re: 日入百萬後的投資思維分享
",albert780510, 5/12
20,"
[閒聊] 有關於USDT的新手問題
",yesenkan, 5/12
X1,"
[閒聊] 區塊鏈幣有可能變壁紙嗎？
",g318, 5/12
1,"
[公告] g318多次違反版規1，水桶一個月
",DarkerDuck, 5/12
4,"
[Coin] 機構投資人持有加密幣要如何內控
",subgn, 5/12
4,"
Re: [交易] Gate.io平台介紹
",red1636, 5/12
7,"
［求助］錢轉到MetaMask 但不知道去哪裡了
",kuotanya, 5/13
27,"
Re: [閒聊] 柴犬幣也反應疫情嗎？
",sl5613, 5/13
88,"
[行情] 馬斯克：TESLA 不接受高耗能的加密貨幣
",onlytfgsu, 5/13
23,"
[行情] 狗狗幣也反應疫情嗎
",qwqqqq, 5/13
22,"
[行情] 現在做空機乎穩贏吧？
",rockmimi, 5/13
14,"
Re: [行情] 馬斯克：TESLA 不接受高耗能的加密貨幣
",Jaka, 5/13
3,"
[挖礦] 請問Chia官方錢包的轉帳手續費
",stonys, 5/13
16,"
Re: [行情] 馬斯克：TESLA 不接受高耗能的加密貨幣
",madeinheaven, 5/13
2,"
[Coin] 比特幣的地址格式都互通嗎?
",chcony, 5/13
43,"
[新聞] Vitalik大倒貨狗狗家族！6,300萬鎂 SHIB 
",joug, 5/13
20,"
[Coin] 金剛已死，有事燒紙
",albert780510, 5/13
10,"
[挖礦] 挖礦新手請教問題(5600 xt)
",louiss72, 5/13
21,"
[交易] 一直被自己設的停損平倉，是不是設不夠低
",muscle1204, 5/13
14,"
[DeFi] Pancake swap 新上架質押DOGE換CAKE
",f7504261, 5/13
32,"
[閒聊] 小韭菜遊記02:馬斯克憑什麼決定幣圈漲跌
",imqiws, 5/14
4,"
[Coin] [解決]請問是BEP-20很塞嗎，一
",xcnx123, 5/14
28,"
[閒聊] 最近看到的機會(或是陰謀？)
",albert780510, 5/14
2,"
Re: [交易] 請問美國券商可否電匯幣安？
",HouWayne, 5/14
23,"
[挖礦] 挖礦的收益降到剩1/4
",G4321, 5/14
6,"
Re: [閒聊] 最近看到的機會(或是陰謀？)
",sunsand, 5/14
12,"
[Coin] 猩猩回歸gate交易所
",albert780510, 5/14
9,"
[閒聊] 加密貨幣行情閒聊區-馬投顧的野望？
",illidan9999, 5/14
25,"
[新聞] 「狗狗幣是泡沫資產」價值投資大師 Jerem
",joug, 5/14
18,"
[挖礦] 新手ETH挖礦問題
",geas, 5/14
16,"
[閒聊] Ledger Nano S 入手+心得(支援BSC等側鏈)
",hn880265, 5/14
29,"
[閒聊]加密貨幣要課稅!? 近期資料整理分享
",s1034769, 5/14
3,"
Re: [閒聊] Ledger Nano S 入手+心得(支援BSC等側鏈)
",SilverRH, 5/14
28,"
[Coin] Chia奇亞幣“挖礦”就是個騙局！(影片)
",G4321, 5/14
5,"
[閒聊] Alpaca一個禮拜微心得
",MACD, 5/14
1,"
Re: [DeFi] Trust wallet stacking BNB 選擇
",wpd, 5/15
37,"
[行情] 柴犬幣對照狗狗幣 有做夢的機會嗎？ 
",sl5613, 5/15
5,"
[閒聊] 新手詢問一些幣安挖礦問題
",haoneng, 5/15
4,"
[閒聊] 為什麼發送erc20token比發送eth還貴
",firesnake, 5/15
3,"
Re: [行情] 柴犬幣對照狗狗幣 有做夢的機會嗎？ 
",trouble04323, 5/15
3,"
Re: [Coin] Chia奇亞幣“挖礦”就是個騙局！(影片)
",wahaha99, 5/15
3,"
[新聞] 從陌生到狂熱 馬斯克的幣圈成神之路
",cby12334512, 5/15
29,"
[新聞] 虛擬貨幣玩到爆倉！他睡一覺「慘賠170萬
",joug, 5/15
5,"
[交易] 請問幣安的交易屆面有辦法下突破單嗎?
",n33222, 5/15
3,"
[交易] 請教一下狗幣購買
",saveme, 5/15
